Kingdom,Phylum,Class,Order,Family,Genus,Species,num_hits,%_hits
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Gibellulopsis,Gibellulopsis_nigrescens,1,0.003
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Psoraceae,Protoblastenia,Protoblastenia_cyclospora,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,Thelonectria_acrotyla,1,0.003
Fungi,Ascomycota,Pezizomycetes,Pezizales,,,,1,0.003
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_parvispora,1,0.003
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria_macroisidiata,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,,,1,0.003
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,,1,0.003
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum,,1,0.003
Fungi,Ascomycota,Sordariomycetes,Diaporthales,Schizoparmaceae,unidentified,Schizoparmaceae_sp,1,0.003
Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma_tetropii,1,0.003
Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,,,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,Pyrenochaeta_inflorescentiae,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Rasamsonia,,1,0.003
Fungi,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Ocellularia,Ocellularia_microsorediata,1,0.003
Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,,,1,0.003
Fungi,Ascomycota,Sordariomycetes,Togniniales,Togniniaceae,unidentified,Togniniaceae_sp,1,0.003
Fungi,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,unidentified,Microdochiaceae_sp,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,unidentified,Clavicipitaceae_sp,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cylindrocladiella,,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora,Thelephora_terrestris,1,0.003
Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Cylindrosympodium,Cylindrosympodium_lauri,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_nematophilum,1,0.003
Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cladorrhinum,Cladorrhinum_foecundissimum,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_neofusisporus,1,0.003
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella_alismatis,1,0.003
Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_fasciculata,1,0.003
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus,Cryptococcus_gattii,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Xenoacremonium,Xenoacremonium_falcatum,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis_sp,1,0.003
Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales_sp,1,0.003
Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,,,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma_pseudoarmatisporum,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Sigarispora,Sigarispora_arundinis,1,0.003
Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp,1,0.003
Fungi,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,Gnomoniopsis,Gnomoniopsis_paraclavulata,1,0.003
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_ellipsoidea,1,0.003
Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Halosarpheia,,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria_pleurospora,1,0.003
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,Stereocaulon_vesuvianum_var._nodulosum,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,Geastrum_hieronymi,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_amestolkiae,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Simplicillium,Simplicillium_subtropicum,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Volvariella,Volvariella_surrecta,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_atramentosum,1,0.003
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_halotolerans,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Gibberella,Gibberella_thapsina,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,unidentified,unidentified,Eurotiales_sp,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_tubingensis,1,0.003
Fungi,Ascomycota,Sordariomycetes,Calosphaeriales,Calosphaeriaceae,Togniniella,Togniniella_microspora,1,0.003
Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon_sp,1,0.003
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Subramaniula,,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,unidentified,Phaeosphaeriaceae_sp,1,0.003
Fungi,Basidiomycota,Geminibasidiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium,Geminibasidium_sp,1,0.003
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_aciculare,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Armillaria_mellea,1,0.003
Fungi,Ascomycota,Sordariomycetes,Pleurotheciales,Pleurotheciaceae,Pleurotheciella,Pleurotheciella_uniseptata,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,,1,0.003
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_fraserae,1,0.003
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Arctopeltis,Arctopeltis_thuleana,1,0.003
Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Medeolariales,Medeolariaceae,Medeolaria,Medeolaria_farlowii,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_fumigatus,1,0.003
Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Diplodia,Diplodia_corticola,1,0.003
Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix,Sporothrix_dombeyi,1,0.003
