Kingdom,Phylum,Class,Order,Family,Genus,Species,num_hits,%_hits
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tetraplosphaeriaceae,Triplosphaeria,Triplosphaeria_maxima,2,0.006
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_aculeatus,2,0.006
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Hyphodontia,Hyphodontia_sp,2,0.006
Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothideales_fam_Incertae_sedis,Hortaea,Hortaea_thailandica,2,0.006
Fungi,Ascomycota,Sordariomycetes,Melanosporales,Melanosporaceae,Melanospora,,2,0.006
Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Phylacia,Phylacia_sagrana,2,0.006
Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyphodiscus,Hyphodiscus_brevicollaris,2,0.006
Fungi,Ascomycota,Sordariomycetes,Melanosporales,Melanosporaceae,Melanospora,Melanospora_damnosa,2,0.006
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_corylophilum,2,0.006
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps_arborescens,2,0.006
Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,Branch01,unidentified,unidentified,Branch01_sp,2,0.006
Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Phallus,Phallus_hadriani,2,0.006
Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Aphanoascus,Aphanoascus_keratinophilus,2,0.006
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,,,2,0.006
Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,Chaetosphaeria_innumera,2,0.006
Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_foeniculina,2,0.006
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Syzygosporaceae,Syzygospora,,2,0.006
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Rinodina,,2,0.006
Fungi,Ascomycota,Lecanoromycetes,Ostropales,Porinaceae,Porina,,2,0.006
Fungi,GS19,unidentified,unidentified,unidentified,unidentified,GS19_sp,2,0.006
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_solitum,2,0.006
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Teichosporaceae,Teichospora,,2,0.006
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Megacapitula,Megacapitula_villosa,2,0.006
Fungi,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Absidia,Absidia_glauca,2,0.006
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,,2,0.006
Fungi,Kickxellomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Ramicandelaber,Ramicandelaber_fabisporus,2,0.006
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_pisciphila,2,0.006
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Neokalmusia,Neokalmusia_scabrispora,2,0.006
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_grammopodia,2,0.006
Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Sporoschisma,Sporoschisma_hemipsilum,2,0.006
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_bialowiezense,2,0.006
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_flavoviride,2,0.006
Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS09,unidentified,unidentified,GS09_sp,2,0.006
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus,Cryptococcus_nanyangensis,2,0.006
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_theobromicola,2,0.006
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys_parvispora,2,0.006
Fungi,Ascomycota,Sordariomycetes,Pleurotheciales,Pleurotheciaceae,Pleurotheciella,Pleurotheciella_centenaria,2,0.006
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Mariannaea,Mariannaea_superimposita,2,0.006
Fungi,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,Ambrosiella,,2,0.006
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cosmospora,Cosmospora_khandalensis,2,0.006
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_micaceus,2,0.006
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma_corticola,2,0.006
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Inonotus,Inonotus_levis,2,0.006
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Gibberella,Gibberella_fujikuroi,2,0.006
Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Catenulifera,Catenulifera_sp,2,0.006
Fungi,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,Physodermataceae,Paraphysoderma,Paraphysoderma_sedebokerense,2,0.006
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,,,2,0.006
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_heimaeyensis,2,0.006
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Geosmithia,Geosmithia_pallida,2,0.006
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_brachygibbosum,2,0.006
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_grevilleae,2,0.006
Fungi,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,Blastocladiaceae,,,2,0.006
Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Kernia,Kernia_pachypleura,2,0.006
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Gibellulopsis,Gibellulopsis_chrysanthemi,2,0.006
Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora_sp,2,0.006
Fungi,Ascomycota,Sordariomycetes,Sordariales,Cephalothecaceae,Phialemonium,Phialemonium_inflatum,2,0.006
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Laetiporus,Laetiporus_persicinus,2,0.006
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,unidentified,Trichomeriaceae_sp,2,0.006
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Lipomycetaceae,Lipomyces,Lipomyces_kockii,2,0.006
Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,Cystobasidium_slooffiae,2,0.006
Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,,,2,0.006
Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Phialemoniopsis,Phialemoniopsis_curvata,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_intermedius,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Rotiferophthora,Rotiferophthora_angustispora,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_stollii,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_subcucurbitae,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_arborescens,1,0.003
Fungi,Ascomycota,Dothideomycetes,Hysteriales,unidentified,unidentified,Hysteriales_sp,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_castellanii,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Mycocaliciales,Mycocaliciaceae,,,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,,,1,0.003
Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Diatrype,Diatrype_enteroxantha,1,0.003
Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lasiosphaeria,Lasiosphaeria_lanuginosa,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita_griseoverrucosa,1,0.003
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,,1,0.003
Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces_symmetricus,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Populocrescentia,Populocrescentia_forlicesenensis,1,0.003
Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Barssia,Barssia_hellenica,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,,1,0.003
Fungi,Ascomycota,Sordariomycetes,Savoryellales,Savoryellaceae,Canalisporium,Canalisporium_exiguum,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_acaricola,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_paucisporum,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_sp,1,0.003
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,Papiliotrema_aurea,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Coryneliales,Coryneliaceae,Corynelia,,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Elaphomycetaceae,unidentified,Elaphomycetaceae_sp,1,0.003
Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_ord_Incertae_sedis,Eremomycetaceae,Arthrographis,Arthrographis_longispora,1,0.003
Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Petrophila,Petrophila_incerta,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_hennebertii,1,0.003
Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,Pertusaria_flavida,1,0.003
Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Barssia,,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_cinerascens,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_concentricum,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_erinaceum,1,0.003
Fungi,Ascomycota,Sordariomycetes,Phyllachorales,Phyllachoraceae,Phyllachora,Phyllachora_graminis,1,0.003
Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,,,1,0.003
Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,,1,0.003
Fungi,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Ocellularia,Ocellularia_interponenda,1,0.003
Fungi,Ascomycota,Sordariomycetes,Falcocladiales,Falcocladiaceae,Falcocladium,,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_griseoroseum,1,0.003
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,unidentified,Helotiaceae_sp,1,0.003
Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Dictyochaeta,,1,0.003
Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Dothiorella,,1,0.003
Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Erysiphe_mori,1,0.003
Fungi,Ascomycota,Leotiomycetes,Helotiales,Chaetomellaceae,Pilidium,Pilidium_concavum,1,0.003
Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Gamsia,Gamsia_simplex,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Morosphaeriaceae,Rhizopycnis,Rhizopycnis_sp,1,0.003
Fungi,Ascomycota,Sordariomycetes,Microascales,Gondwanamycetaceae,Knoxdaviesia,Knoxdaviesia_cecropiae,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,Nectria_cinnabarina,1,0.003
Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Teichosporaceae,Teichospora,Teichospora_austroafricana,1,0.003
Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiomycetes_ord_Incertae_sedis,Buckleyzymaceae,Buckleyzyma,Buckleyzyma_aurantiaca,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,,,1,0.003
Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pezicula,Pezicula_corni,1,0.003
Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,Cercozoa_sp,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Mesophellia,Mesophellia_glauca,1,0.003
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Myceliophthora,,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Volutella,Volutella_lini,1,0.003
Fungi,Ascomycota,Sordariomycetes,Diaporthales,Stilbosporaceae,Stegonsporium,,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,,1,0.003
Fungi,Basidiomycota,Tremellomycetes,Holtermanniales,Holtermanniales_fam_Incertae_sedis,Holtermanniella,Holtermanniella_takashimae,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Stephanonectria,Stephanonectria_keithii,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,unidentified,Niessliaceae_sp,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Lasionectria,Lasionectria_marigotensis,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_hawaiiensis,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_persicinum,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,Nectria_antarctica,1,0.003
Fungi,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,unidentified,Trypetheliaceae_sp,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,,1,0.003
Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scedosporium,Scedosporium_prolificans,1,0.003
Fungi,Mucoromycota,Mucoromycetes,Mucorales,Backusellaceae,Backusella,,1,0.003
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Mycofalcella,Mycofalcella_calcarata,1,0.003
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus,Cryptococcus_perniciosus,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_longicatenatum,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_dravuni,1,0.003
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zasmidium,Zasmidium_syzygii,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Paecilomyces,Paecilomyces_purpureus,1,0.003
Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodosporidiobolus,Rhodosporidiobolus_odoratus,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Monodictys,Monodictys_pelagica,1,0.003
Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Pseudolachnella,Pseudolachnella_complanata,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Westerdykella,Westerdykella_sp,1,0.003
Fungi,Kickxellomycota,Harpellomycetes,Harpellales,Harpellaceae,Harpellomyces,Harpellomyces_montanus,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,Parathyridaria,Parathyridaria_robiniae,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,,,,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Coniosporium,Coniosporium_sp,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_spathulatum,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,Ganoderma_resinaceum,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Arthrocladium,Arthrocladium_sp,1,0.003
Fungi,Ascomycota,Sordariomycetes,Calosphaeriales,Calosphaeriaceae,Jattaea,,1,0.003
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Ombrophila,Ombrophila_janthina,1,0.003
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Lauriomyces,Lauriomyces_bellulus,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius_integerrimus,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_dimorphosporum,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Pyrenulaceae,Pyrenula,Pyrenula_paraminarum,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria_neonigrita,1,0.003
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_tassiana,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,,,1,0.003
Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,,,1,0.003
Fungi,Ascomycota,Sordariomycetes,Togniniales,Togniniaceae,Phaeoacremonium,Phaeoacremonium_prunicola,1,0.003
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_foliicola,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Boletales,,,,1,0.003
Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Oxydothis,Oxydothis_frondicola,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cylindrocarpostylus,Cylindrocarpostylus_gregarius,1,0.003
Fungi,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,,,1,0.003
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Rinodina,Rinodina_luridata,1,0.003
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Scytalidium,Scytalidium_circinatum,1,0.003
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiaceae,,,1,0.003
Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,Pestalotiopsis_coffeae-arabicae,1,0.003
Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,unidentified,Hyaloscyphaceae_sp,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus_marzuolus,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roseopurpureum,1,0.003
Fungi,Ascomycota,Dothideomycetes,Asterinales,Parmulariaceae,Parmularia,Parmularia_styracis,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,,,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,,1,0.003
Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylaria,Dactylaria_ampulliformis,1,0.003
Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Everhartia,Everhartia_hymenuloides,1,0.003
Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,Botryosphaeria_stevensii,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_cecidicola,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium_dioscoreae,1,0.003
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,,,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_flavus,1,0.003
Fungi,Ascomycota,Sordariomycetes,Savoryellales,Savoryellaceae,Canalisporium,,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria_velata,1,0.003
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_globosporum,1,0.003
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_rusci,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_hongkongensis,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,,1,0.003
Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Tubeufia,Tubeufia_helicomyces,1,0.003
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_beljakovae,1,0.003
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Scytalidium,Scytalidium_ganodermophthorum,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,,,1,0.003
Fungi,Ascomycota,Sordariomycetes,Glomerellales,,,,1,0.003
Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Cerothallia,,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,Schizophyllum,Schizophyllum_fasciatum,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_veerkampii,1,0.003
unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Coniosporium,Coniosporium_uncinatum,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycenella,Mycenella_bryophila,1,0.003
Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,Dothideomycetes_sp,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_citrinoviride,1,0.003
Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Petriella,,1,0.003
Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix,Sporothrix_rossii,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,,,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pterulaceae,Pterula,Pterula_subulata,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_tomentosum,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_cremeoavellanea,1,0.003
Fungi,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Idriella,Idriella_sp,1,0.003
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Anguillospora,Anguillospora_crassa,1,0.003
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida_boleticola,1,0.003
Fungi,Ascomycota,Lecanoromycetes,Trapeliales,Trapeliaceae,Trapeliopsis,,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_dierckxii,1,0.003
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,unidentified,Lycoperdaceae_sp,1,0.003
Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,Ambispora_gerdemannii,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Lactocollybia,Lactocollybia_sp,1,0.003
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Retroconis,Retroconis_fusiformis,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,,,1,0.003
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_expansum,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Microcera,Microcera_sp,1,0.003
Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Paraphaeosphaeria_sp,1,0.003
Fungi,Ascomycota,Dothideomycetes,Acrospermales,Acrospermales_fam_Incertae_sedis,Leptodiscella,Leptodiscella_chlamydospora,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_splendens,1,0.003
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Nectriopsis,Nectriopsis_oropensoides,1,0.003
Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,Rozellomycotina_ord_Incertae_sedis,Rozellomycotina_fam_Incertae_sedis,Paramicrosporidium,Paramicrosporidium_saccamoebae,1,0.003
Fungi,Ascomycota,Lecanoromycetes,GS36,unidentified,unidentified,GS36_sp,1,0.003
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Solenopsora,,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paracamarosporium,Paracamarosporium_fagi,1,0.003
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,,1,0.003
